"","code_village","code_engin","code_pecheur","start_op","end_op","fishing"
"317","KPN","YO","0008",2020-01-17 13:58:46,2020-01-17 14:08:46,"active"
"318","KPN","YO","0008",2020-01-17 14:26:46,2020-01-17 15:21:46,"active"
"319","KPN","YO","0008",2020-01-17 16:06:46,2020-01-17 17:42:46,"active"
"320","KPN","YO","0008",2020-01-17 17:45:46,2020-01-17 18:47:46,"active"
"321","KPN","YO","0008",2020-01-17 19:17:46,2020-01-17 20:35:46,"active"
"322","KPN","YO","0008",2020-01-17 20:51:46,2020-01-17 20:53:46,"active"
"323","KPN","YO","0008",2020-01-17 20:59:46,2020-01-17 22:08:46,"active"
"324","KPN","YO","0008",2020-01-17 22:19:46,2020-01-17 23:39:46,"active"
"325","KPN","YO","0008",2020-01-18 00:18:46,2020-01-18 00:30:46,"active"
"326","KPN","YO","0008",2020-04-05 14:17:57,2020-04-05 16:41:57,"active"
"327","KPN","YO","0008",2020-04-05 17:13:57,2020-04-05 23:59:57,"active"
"328","KPN","YO","0008",2020-06-20 21:20:43,2020-06-21 08:58:43,"active"
